changes,data_point,fun,Linear,Log,Constant,min_log_mean,max_log_mean,prev_log_mean,data_i
2,5,new cost model + new data point,0.5,-6.16666666666667,-7.2546342121446,2.845764,2.890372,2.890372,2
2,5,new cost model + new data point,0.666666666666667,-9.16666666666667,-1.58351893845611,2.890372,2.995732,Inf,4
3,3,prev cost model,0.333333333333333,-6,-3.69028602067677,0.693147,2.197225,2.197225,1
3,3,prev cost model,0.666666666666667,-9,-0.0986122886681096,2.197225,2.995732,Inf,1
3,3,new cost model = min prev cost,0.333333333333333,-6,-3.69028602067677,0.693147,2.197225,Inf,2
3,3,new cost model = min prev cost,0.666666666666667,-9,-0.0986122886681096,2.197225,2.60269,Inf,2
3,3,new cost model = min prev cost,0,0,-14.5228194576676,2.60269,2.995732,2.60269,2
3,3,new cost model,0.333333333333333,-6,-3.69028602067677,0.693147,2.197225,Inf,2
3,3,new cost model,0.666666666666667,-9,-0.0986122886681096,2.197225,2.60269,Inf,2
3,3,new cost model,0,0,-14.5228194576676,2.60269,2.995732,2.60269,2
3,3,new cost model + new data point,0.5,-8.25,-2.76771451550758,0.693147,2.197225,Inf,2
3,3,new cost model + new data point,0.75,-10.5,-0.0739592165010822,2.197225,2.60269,Inf,2
3,3,new cost model + new data point,0.25,-3.75,-10.8921145932507,2.60269,2.995732,2.60269,2
3,4,prev cost model,0.25,-3.75,-10.8921145932507,0.693147,2.60269,2.60269,2
3,4,prev cost model,0.75,-10.5,-0.0739592165010822,2.60269,2.657068,Inf,2
3,4,prev cost model,0.25,-3.75,-10.8819513182169,2.657068,2.890372,2.890372,2
3,4,prev cost model,0.5,-8.25,-2.37527840768416,2.890372,2.995732,Inf,2
3,4,min prev cost,0.25,-3.75,-10.8921145932507,0.693147,2.60269,Inf,3
3,4,min prev cost,0.75,-10.5,-0.0739592165010822,2.60269,2.639057,Inf,3
3,4,min prev cost,0,0,-17.2840611774613,2.639057,2.667255,2.639057,3
3,4,min prev cost,0.25,-3.75,-10.8819513182169,2.667255,2.70805,Inf,3
3,4,min prev cost,0,0,-17.2871395723502,2.70805,2.995732,2.70805,3
3,4,cost model,0.5,-8.25,-2.76771451550758,0.693147,2.197225,Inf,2
3,4,cost model,0.75,-10.5,-0.0739592165010822,2.197225,2.60269,Inf,2
3,4,cost model,0.25,-3.75,-10.8921145932507,2.60269,2.995732,2.60269,2
3,4,new cost model,0.25,-3.75,-10.8921145932507,0.693147,2.60269,Inf,3
3,4,new cost model,0.25,-3.75,-10.8921145932507,2.60269,2.780781,2.60269,2
3,4,new cost model,0,0,-17.2871395723502,2.780781,2.995732,2.70805,3
3,4,new cost model + new data point,0.4,-7,-8.71369167460054,0.693147,2.60269,Inf,3
3,4,new cost model + new data point,0.4,-7,-8.71369167460054,2.60269,2.780781,2.60269,2
3,4,new cost model + new data point,0.2,-4,-13.8297116578802,2.780781,2.995732,2.70805,3
3,5,prev cost model,0.2,-4,-13.827248941969,0.693147,2.639057,2.639057,3
3,5,prev cost model,0.8,-12.4,-0.0591673732008658,2.639057,2.657068,Inf,3
3,5,prev cost model,0.4,-7,-8.70556105457353,2.657068,2.890372,2.890372,2
3,5,prev cost model,0.6,-10.6,-1.90022272614733,2.890372,2.995732,Inf,3
3,5,min prev cost,0.2,-4,-13.827248941969,0.693147,2.639057,Inf,4
3,5,min prev cost,0.8,-12.4,-0.0591673732008658,2.639057,2.657068,Inf,4
3,5,min prev cost,0.4,-7,-8.70556105457353,2.657068,2.862201,Inf,4
3,5,min prev cost,0,0,-21.7409672210798,2.862201,2.995732,2.862201,4
3,5,cost model,0.4,-7,-8.71369167460054,0.693147,2.60269,Inf,3
3,5,cost model,0.4,-7,-8.71369167460054,2.60269,2.780781,2.60269,2
3,5,cost model,0.2,-4,-13.8297116578802,2.780781,2.995732,2.70805,3
3,5,new cost model,0.2,-4,-13.827248941969,0.693147,2.622819,Inf,4
3,5,new cost model,0.4,-7,-8.71369167460054,2.622819,2.780781,2.60269,2
3,5,new cost model,0.2,-4,-13.8297116578802,2.780781,2.995732,2.70805,3
3,5,new cost model + new data point,0.333333333333333,-3.66666666666667,-11.5227074516409,0.693147,2.622819,Inf,4
3,5,new cost model + new data point,0.5,-6.16666666666667,-7.26140972883378,2.622819,2.780781,2.60269,2
3,5,new cost model + new data point,0.333333333333333,-3.66666666666667,-11.5247597149001,2.780781,2.995732,2.70805,3
4,4,prev cost model,0.5,-8.25,-2.76771451550758,0.693147,2.197225,Inf,2
4,4,prev cost model,0.75,-10.5,-0.0739592165010822,2.197225,2.60269,Inf,2
4,4,prev cost model,0.25,-3.75,-10.8921145932507,2.60269,2.995732,2.60269,2
4,4,new cost model = min prev cost,0,0,-17.297302847384,0.693147,2.70805,2.70805,3
4,4,new cost model = min prev cost,0.25,-3.75,-10.8921145932507,2.70805,2.995732,Inf,3
4,4,new cost model,0,0,-17.297302847384,0.693147,2.70805,2.70805,3
4,4,new cost model,0.25,-3.75,-10.8921145932507,2.70805,2.995732,Inf,3
4,4,new cost model + new data point,0.2,-4,-13.8378422779072,0.693147,2.70805,2.70805,3
4,4,new cost model + new data point,0.4,-7,-8.71369167460054,2.70805,2.995732,Inf,3
4,5,prev cost model,0.4,-7,-8.71369167460054,0.693147,2.60269,Inf,3
4,5,prev cost model,0.4,-7,-8.71369167460054,2.60269,2.780781,2.60269,2
4,5,prev cost model,0.2,-4,-13.8297116578802,2.780781,2.995732,2.70805,3
4,5,min prev cost,0,0,-21.8126407520961,0.693147,2.995732,2.995732,4
4,5,cost model,0.2,-4,-13.8378422779072,0.693147,2.70805,2.70805,3
4,5,cost model,0.4,-7,-8.71369167460054,2.70805,2.995732,Inf,3
4,5,new cost model,0,0,-21.8126407520961,0.693147,2.995732,2.995732,4
4,5,new cost model + new data point,0.166666666666667,-0.333333333333333,-18.1772006267468,0.693147,2.995732,2.995732,4
